Crop,Temperature (C),Rainfall (mm),Humidity (%),Sunlight (hours),Soil pH,Soil Nitrogen (%),Soil Phosphorus (ppm),Soil Potassium (ppm),Altitude (m),Wind Speed (m/s),Crop Yield (tons/ha)
Maize,16.48930386,1043.532405,63.11672715,4.124939523,6.23057931,1.98980107,10.33604848,12.53484219,1898.456207,3.750791902,19.13996129
Barley,28.19647685,1398.715789,56.00841579,10.53953672,6.225143913,1.303087669,18.42547149,31.70938069,994.2532642,12.4894841,18.59412158
Rice,33.81520181,1973.825873,23.7673998,9.132776848,8.047906271,0.753234193,13.77162468,21.81765726,1335.689984,13.68786128,20.77529541
Tomato,34.19769383,1247.378411,55.92206294,7.488267301,6.256596175,2.217424537,8.143552066,37.2076165,1111.196448,0.397459597,18.09618638
Soybean,33.27919653,1439.054672,60.94188238,9.220870703,7.824358706,1.996681829,6.580946087,20.89105149,828.7030535,8.073579933,17.14905589
Soybean,18.40320973,1561.295728,40.46241958,7.536553207,7.789203584,1.389514877,8.384135472,26.49472729,2413.557718,8.994628253,17.74896352
Potato,22.7264179,874.2430688,33.47194906,8.683444922,7.88359578,2.251778128,11.42878919,21.18697001,2077.555361,11.70538863,13.9602096
Peanut,26.1096422,1558.6816,55.31394937,4.892792846,5.997859584,2.303817688,8.410975472,11.50258274,2207.790947,10.26016716,21.08249299
Peanut,39.23950885,679.7484439,55.71139478,8.512359548,5.567478755,1.32398485,16.74203188,24.13296266,2632.071427,9.671983978,24.69476242
Tomato,39.166285,1389.66604,61.71140856,11.27409116,7.491426503,1.458642366,6.609280016,38.86596344,281.5377647,2.554496778,26.43725298
Cotton,39.3792238,1702.910352,63.33668373,8.54005227,6.969313772,0.909942864,10.22015078,22.19182223,2836.478771,6.383742811,26.66066152
Tomato,17.30885009,1387.459884,31.1615598,11.85375824,6.279127308,1.892032359,14.84067605,30.74054373,1318.484995,1.11497698,21.63850349
Rice,34.24300725,706.3602503,39.68379102,8.47909319,6.740408087,2.416533013,17.71527792,37.65371043,1940.054863,3.283735618,19.8962913
Rice,18.71093509,1302.752456,23.27519263,8.960120006,6.858792395,1.780823929,9.259053553,37.16416643,848.2131025,9.563470283,19.71719469
Cotton,19.03566321,602.5737139,87.41125978,10.10961189,8.25685618,1.897666106,10.13672756,13.69049758,2791.455235,7.344285662,19.74089692
Wheat,15.49249498,688.0484295,78.81404591,7.045786091,8.010155063,0.625348518,16.54057032,12.51301103,1431.563596,14.06360463,13.59422308
Cotton,27.95871497,1849.185965,43.28250358,10.45633289,7.654519098,1.114134742,10.11219865,15.73036555,2094.238986,8.44653584,17.79304809
Rice,32.63287438,1131.641426,26.15676274,4.092550268,6.608048686,0.66413769,16.72436665,20.0297735,2014.989914,5.19568481,20.65715081
Peanut,35.57786804,922.8467809,22.34069896,7.783099316,5.775885234,0.990592464,14.60145584,24.85056847,1161.321808,13.9494349,13.97635167
Barley,29.3373795,982.9130551,69.37082074,10.93822941,7.124436786,2.062673886,5.914424671,14.61347689,1412.97531,13.81529784,20.96489388
Peanut,15.92720196,1433.597588,34.18590684,7.067157155,6.7381471,1.397465195,8.411545837,35.50330674,1312.157945,9.182016869,17.35586141
Peanut,38.29138435,1086.047904,84.84799144,9.547799135,7.847665682,2.375741409,13.58492506,29.24958791,1758.021787,11.77287839,23.37075362
Barley,18.9418328,1179.956666,48.05536615,10.26382677,5.91347229,1.578382015,18.67027254,36.77379669,2564.394474,5.624779694,24.09121836
Cotton,36.27853298,1898.530691,85.59008859,5.920519706,5.883063135,1.881749887,13.44820935,19.82279517,2069.126045,0.92995316,22.28553873
Maize,38.70054595,1492.441121,65.8349057,4.052764587,7.036830915,2.13420264,14.81180548,16.83347154,2553.001983,14.46565086,22.14442534
Tomato,17.17872957,514.0321783,45.65080346,11.54149752,8.225949577,0.730105411,5.187420883,32.53022567,954.1080074,12.5201547,12.12753237
Peanut,26.56502401,1095.982196,72.6406122,8.011007516,6.549103326,1.912699521,12.10367781,17.69872083,2676.729922,1.695717722,17.16493597
Sugarcane,30.62163752,1172.916701,34.29198717,5.05752719,6.976455907,1.630966175,9.559420576,16.61319842,287.7485442,0.393667305,12.2638431
Potato,32.80814498,1419.922836,57.0627274,5.894339832,7.350882771,0.537336351,13.4008097,34.62235235,580.2641218,1.713156333,25.85755009
Wheat,33.83873368,1399.360857,26.00554119,7.024507667,8.210682828,1.404749203,9.87391249,29.31352226,648.7685142,7.857050973,19.8147331
Potato,32.7103463,723.6047058,61.78338903,10.59853172,6.043095435,0.945803747,8.026723215,39.9250466,727.0887738,4.003775899,15.73653572
Barley,34.98441745,1083.775078,23.41748164,9.08769344,7.51366307,2.128441842,10.98299121,12.58213229,1681.533719,1.814960739,12.84144243
Tomato,25.08526501,1287.507758,66.39944419,7.208221334,5.653394777,1.005487315,7.91511787,39.32182062,2231.541089,6.773249974,17.44342972
Tomato,35.32248923,1918.173641,22.19451291,11.28317698,6.64169114,0.927265321,6.533485361,33.15246826,1433.285931,12.48635673,18.12063413
Wheat,19.92670892,1781.927378,83.77101071,10.64875423,7.712348707,1.143460083,12.58059707,37.47108767,447.9475222,7.42378804,21.63957131
Cotton,30.79935673,1479.82753,38.09279204,6.92257111,5.907823331,2.349742683,15.85774158,11.39068799,1670.692978,5.146106021,22.3412815
Sugarcane,31.88036335,822.2735505,89.61524985,6.625793475,6.444859069,1.346001739,16.17543935,36.19771927,1005.759026,1.781211031,20.69579849
Barley,30.7586123,1611.044249,50.04865792,11.62236039,7.682571472,1.259317742,6.533207862,24.81112315,1536.314835,8.258804513,23.49232428
Peanut,25.18910781,1147.125089,33.79824055,4.076407964,6.548077419,0.796828719,11.32590194,35.01475264,388.525372,1.376304032,19.89171156
Rice,16.32674664,619.3557279,67.94469597,6.962753617,7.672519887,1.308908139,19.51680031,30.83249837,187.5165063,4.957526623,17.13603985
Tomato,24.55864955,1924.976625,43.25008964,10.79806677,7.945284555,0.518415252,11.04483641,18.4191197,1464.845221,6.941565977,24.445166
Cotton,26.0202134,1231.866022,39.71353778,8.067459221,5.952144095,1.842861922,5.37398802,17.06883269,663.8115097,14.06833607,13.00344097
Peanut,19.05706821,1895.233996,43.29171838,10.93844612,8.346987665,2.472727168,17.05390053,13.05059625,213.3672408,11.09593537,22.11437861
Potato,29.04677666,1113.697577,61.65789663,8.806679974,6.153134482,1.842417123,8.06635686,24.6986447,816.6150623,4.692015356,20.93830936
Tomato,15.30087038,695.9300143,31.80948847,5.582983744,7.821793211,1.393715934,12.04904201,29.33002489,2200.870867,0.052625243,17.85530322
Soybean,26.92894543,1712.832395,67.8340476,9.053192499,6.218079596,1.287265447,7.71085251,25.26775161,1773.296429,9.4677172,26.53362518
Wheat,36.94286294,1351.803697,53.87649745,7.720612825,8.307479401,1.947323856,7.172218321,23.1091051,900.6980207,14.80302987,20.48656073
Sugarcane,15.69458287,1344.005417,58.85637769,9.1125461,5.588878819,1.561037795,6.704210596,14.67937321,685.2968768,9.197656058,15.7157549
Sugarcane,34.51833708,1803.376355,54.46143662,6.279417846,7.81641964,0.517796813,18.86042344,35.96594935,1657.257969,4.163717819,19.23641006
Cotton,18.79656027,1512.130134,88.7493226,5.979504921,6.469592943,1.312183003,12.25223889,31.57309012,453.1857582,4.536983137,21.81128616
Peanut,33.33441323,627.035537,28.98902871,9.435901296,8.030439845,0.902899913,11.27505869,28.58251104,2399.015201,9.422949156,14.0566192
Sugarcane,37.11516704,1802.035582,60.95109254,11.96556965,5.815371167,1.457190715,16.62685459,14.23114354,2919.611796,5.310698178,24.33739075
Potato,22.2004366,1366.38335,50.05480023,5.547025427,7.927419821,0.624478614,17.51979117,18.24816174,1512.914833,5.715968079,19.20807073
Sugarcane,31.46113507,1918.404188,31.43014289,11.87046894,6.782288022,2.456458238,14.50801336,19.72320359,1154.609719,4.358322407,18.9860169
Barley,39.12467059,1348.743345,66.94781016,7.568470653,7.327385531,1.19749806,16.06533675,10.68101097,133.9477066,10.74181335,26.27192235
Barley,27.76201992,1429.971294,61.20149706,4.418982214,6.950181498,2.118062614,17.03455759,25.21426586,2859.451328,12.39345417,24.77139774
Sugarcane,17.69299254,1974.799464,22.66897252,6.260440083,7.145489034,0.868711232,8.480811295,20.5890246,845.1850916,12.05034342,15.72836625
Tomato,19.5722895,892.2054884,41.19021716,5.969600422,6.912095966,0.53652621,6.312750411,31.88093417,1266.402811,5.40475788,10.60410691
Barley,37.00342004,1357.87094,86.66129915,10.55171158,6.746903281,1.759110284,6.826836241,26.53996558,826.2897965,4.253208398,21.23764154
Wheat,38.98641174,1120.883773,26.35672786,9.207477855,5.563336377,1.350836555,11.14469949,17.64457259,2894.711716,6.051126219,24.08185007
Barley,24.51658167,669.5242761,35.08691176,7.156380036,8.183745723,1.614081338,9.955674961,32.40697489,108.0639833,5.551383169,15.62762943
Tomato,35.23075979,1414.884007,28.65619848,4.567593034,6.898354001,2.373786916,13.46949044,32.77326597,1434.946272,5.761208921,22.61924661
Cotton,36.239749,1443.110368,64.02448296,4.271040225,7.749011078,2.455733056,12.0954284,14.75740045,2932.084131,4.351888122,22.88477813
Rice,22.29693923,897.9200298,29.90548297,7.017393804,7.048018349,1.574866511,15.36545505,11.57655506,1706.155777,3.824834428,12.42434171
Tomato,20.99265651,1323.944945,28.05664929,8.426058714,5.616980359,2.037613391,19.33132194,19.20928195,811.7331008,6.719924574,16.84201847
Potato,35.08269993,797.80222,20.3831954,8.194004669,5.845449133,1.896477451,7.512049938,34.52141187,1437.585992,8.494168569,13.76184641
Potato,30.78231166,883.190923,47.01478978,7.835593231,6.188900817,2.090847621,19.09136613,22.95679486,2756.767734,13.24024226,16.9259336
Peanut,36.11426265,1529.382853,79.43011227,9.842618484,8.372419061,1.641362066,10.7071012,30.41561441,253.8873302,7.475860651,27.1937433
Peanut,25.01017736,1025.430049,43.44783245,9.205012713,6.992488231,2.09463061,5.867741087,23.61727698,91.29622881,3.312897218,18.92714696
Barley,38.58131262,1442.190629,38.03142946,9.089211264,8.139233718,1.634004057,12.54048242,32.00107749,1999.916651,0.850313984,24.58508868
Barley,28.84622826,1137.249969,50.88028656,9.072658895,6.149604365,1.166367705,9.187383921,34.0240721,2828.733356,6.214508961,17.0635197
Sugarcane,24.98972383,1092.476713,30.23094762,10.45698734,7.000404294,0.718119725,6.480803128,23.37893452,394.6675666,8.417941805,14.34077498
Wheat,25.47275255,1421.645245,76.79479057,6.423009049,7.0356655,0.741879972,11.49154097,21.27463971,1313.157765,1.611153685,20.67855083
Wheat,38.42637735,862.5910137,41.03509014,4.076451954,5.846742833,1.19023929,15.27663121,18.76612697,272.4218956,10.96301615,17.27442509
Peanut,27.68610811,1853.872835,46.64880955,8.149155352,7.727018176,0.595133087,5.817128615,16.35018247,481.9525214,0.096652025,20.60876915
Rice,38.92787441,1161.350477,39.58044608,10.91121959,8.033186839,1.749686422,9.09723558,37.25552785,576.2839432,0.654697555,23.61526182
Potato,26.4531931,1158.151951,56.51719185,10.76965808,7.842283598,2.246002809,13.58521121,28.47415265,1319.935048,10.75828643,17.40064716
Peanut,32.85432843,1666.818367,37.35648389,5.452389619,6.365602142,2.340311169,6.936806551,38.59285474,2984.697188,11.75166465,24.74380911
Tomato,21.7555836,1751.812273,61.95151655,5.947254608,8.199275219,1.661680001,12.42545755,11.03462759,2733.915915,14.28410874,22.12971136
Tomato,38.29516194,840.9793668,34.76792738,7.11540062,8.450963562,1.172449562,5.658017704,17.96844564,1696.989675,6.188155885,21.25033557
Cotton,33.16841672,850.6345263,43.13516452,10.95065746,7.669731234,1.925387811,9.033576145,33.76012923,1107.332497,6.020857802,17.12757316
Rice,18.9741448,1836.681344,52.30303691,8.062902673,8.222733459,1.469866813,14.81882829,16.65865216,290.6407774,5.300276479,21.49168824
Tomato,29.51826322,1730.31159,89.84623953,10.19416624,6.164021356,1.995956138,13.05730436,23.52428727,2810.399057,10.5313888,28.78094562
Rice,36.62678728,1689.950716,40.92593146,6.3369073,5.66043538,0.601712847,15.0289177,15.58712839,2774.466157,12.63606642,20.82858809
Soybean,27.71288438,1138.373603,42.91486183,6.803952602,6.29753585,1.659816532,17.74831166,36.39069139,2981.48862,1.332274062,17.81354257
Soybean,31.13101306,700.7985825,64.17126207,7.251694874,8.370578455,2.210485626,6.098634197,12.69968896,1280.317576,0.125567497,14.9451638
Sugarcane,31.8177245,1745.35585,37.50383988,9.804535701,7.346701466,2.197294833,9.240311464,32.91147393,2565.321642,8.23510312,21.47597498
Barley,26.73430982,1916.915324,50.39275335,5.593047362,7.108428518,1.40177923,16.80707508,38.05363692,2517.070923,5.835595874,20.17803993
Peanut,25.17861131,741.5129591,26.28861866,8.251799618,7.789623882,0.852095391,9.773164078,28.91594413,1409.561401,9.058016669,17.05615277
Cotton,29.39265214,1641.8054,81.1079087,5.763007888,7.839107956,1.234770322,14.43208403,35.50720083,805.7460901,9.014419259,23.7307371
Barley,15.2910988,1117.102894,65.39864979,7.961106396,5.656539093,0.964930674,12.8652294,32.14278318,2392.055045,7.790527164,20.86119004
Tomato,16.62996852,648.7588303,52.05020588,8.877877146,5.513902558,1.405096661,7.591413334,29.35313928,839.8199337,13.52907191,10.75613942
Barley,37.32248232,1481.576426,45.37391958,7.92523922,7.952168466,1.099311198,14.22552163,17.86740652,1465.89214,0.369877553,25.07887773
Potato,22.92549015,1311.88802,65.84037903,9.811470611,8.000350574,0.721568257,16.4280896,18.35106329,457.8281135,3.98482714,23.18935061
Sugarcane,24.47595958,1385.276481,76.377464,5.376940275,6.768468882,1.980979537,12.98954858,30.44972359,913.9641278,0.48513677,16.6485902
Maize,27.87675499,1565.051759,64.46628556,8.567081631,6.374255998,2.178112899,16.77938863,15.50838377,1982.638129,13.59981873,21.70156799
Potato,28.014628,698.2491596,71.76748013,4.688364521,6.031451997,0.798452963,19.08550106,30.9446801,1263.293491,12.33306226,17.14514026
Tomato,32.42493302,1339.370962,75.62539141,9.158247851,8.161327825,2.15830532,7.967457576,17.18991402,242.0373706,3.302983758,20.29821846
Potato,22.87406366,1657.318762,78.82293186,4.07098632,5.521441115,0.792614217,18.08865591,24.07834153,2949.561125,13.30997199,27.59067711
Maize,34.87565485,1295.372493,57.39311643,11.65649865,6.958682388,1.131602666,10.09756951,10.35240686,410.9355494,0.657131449,17.9675192
Barley,39.17048885,1684.178001,54.1130829,5.305271674,5.633411527,0.962889937,10.10386999,13.89548848,713.0577224,1.253181968,21.85501183
Tomato,30.60957855,1906.897701,50.95419889,8.599558168,6.97699816,2.319465816,15.15117503,22.58768135,1840.362807,2.340887959,21.18838003
Wheat,22.18055918,1910.741877,75.10767993,9.884307969,8.16528136,2.039559889,9.301075298,27.51658227,2534.744195,2.712721601,21.08611765
Soybean,19.85638187,654.8462234,78.6340314,10.54654576,5.954106976,1.911074353,14.40463339,18.28582797,720.7368794,3.758787829,20.73373049
Wheat,32.95846355,720.9667367,67.69596124,5.025202362,7.90679977,2.338981558,13.38968042,38.98552112,1201.621894,3.669036833,17.77894798
Rice,22.35268577,622.0842735,45.03088977,10.08046028,5.801633084,1.844201729,18.3464489,15.37681467,2593.502757,0.770458237,18.9727899
Sugarcane,31.31056395,1705.424386,58.23926281,6.85925615,6.023943571,1.030710092,12.83799281,17.66553488,2344.939335,1.976115391,22.91948889
Barley,15.47870728,531.7761413,53.49411389,8.335223042,6.324668445,1.603351067,12.74163849,20.47661664,1972.735178,14.36905825,15.545074
Peanut,21.18991409,1642.92589,65.42341682,9.117582239,8.179106021,0.96670051,10.52675176,12.49202371,2192.053931,12.65800928,20.34431287
Soybean,31.4662964,613.3856912,40.56893273,6.929702388,7.055770852,1.453138439,8.130206342,26.22363622,2781.312638,0.406318354,20.31006948
Soybean,22.5059289,1345.037311,67.44137424,5.812503205,7.599778174,2.490918183,16.3993193,15.21359506,1919.401501,0.142271551,20.23406317
Cotton,33.10627393,1880.984203,36.1551056,4.596991511,8.499870863,1.88241066,18.2970627,14.31638248,2412.265721,12.19985619,18.07120154
Cotton,23.54830915,1944.057672,67.64115839,9.824359439,7.726876671,2.298453984,16.52028211,10.48614428,821.1174501,14.83656578,23.3598986
Potato,19.21326635,1078.566957,75.33650569,9.323386039,7.394555805,2.206514919,5.436407645,33.13493105,2653.519666,0.242617162,22.03201005
Tomato,27.29831093,1166.118936,51.58078823,6.492878432,7.398871853,0.604474781,18.29244954,22.46190903,2412.544282,10.94237721,20.02891905
Peanut,29.05529219,1922.108398,33.00407238,6.048099562,8.479016369,2.28514195,13.24324775,30.84223564,1357.033878,6.061390149,19.740348
Rice,23.26141564,756.1646095,69.45972804,4.250380216,7.656260047,1.026487391,7.85379322,21.36870013,396.6248848,5.767344368,13.20222394
Rice,21.97443973,1261.806571,42.15484232,10.26866404,5.844200082,2.095596573,14.26829626,18.68103156,1066.141331,2.743487326,14.86463306
Rice,38.99900879,1002.007444,29.14288361,4.914745936,8.022161592,1.418325778,5.142626609,37.76056259,1798.575112,10.35595482,22.50973074
Barley,24.73008984,1641.514446,52.20551259,4.649879163,7.401998495,1.43850652,9.974648008,34.06656426,505.4351312,13.69818516,17.64883026
Sugarcane,38.23082489,1641.859748,25.20117037,8.62637487,6.431088615,1.5169765,16.14453562,24.88518742,259.514537,7.949707779,14.65707253
Potato,23.96978518,1552.152406,88.46524749,11.46208365,7.565462342,1.373091439,13.93702682,39.05971877,833.2281452,7.174210751,26.25353469
Maize,29.0017363,789.2133843,36.34325983,8.510190188,6.463864853,2.169662862,6.46608853,37.4209232,2529.63002,11.07935225,16.18336467
Maize,16.34310712,1903.210315,24.77093348,10.02718698,5.707209275,2.223364334,8.074722122,23.02210994,2801.231675,11.88100993,20.85513867
Rice,23.23622673,507.3746326,22.84746787,10.14214745,5.751121545,2.356043711,11.64104669,32.74559915,420.2385584,13.8976113,8.646011637
Barley,39.4372964,1101.949048,49.48238503,5.286976742,5.789783745,1.573191401,14.0416328,21.00689551,1839.497745,5.920062788,24.86600339
Soybean,23.98276523,1234.118996,52.31265485,6.056389851,7.365938876,1.176547261,10.49124482,13.16590188,1797.082439,9.829205628,20.99349723
Tomato,31.92493721,1514.242205,38.27368898,4.758283312,6.430628489,1.506869566,14.18659993,18.11801097,590.3173137,12.62363558,21.97203895
Cotton,23.6618635,1340.198213,52.44104892,7.678465065,7.160717294,1.33083691,8.74974847,29.92362153,2382.368468,7.184938183,21.7423244
